epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,3386.03,1.86491,5.79716,1.38875,0.77195,0.74609,0.77535,0.43788,2.24981,6.5317,1.51623,0.0017033,0.0017033,0.0017033
68,3422.84,1.86471,6.00149,1.39246,0.77717,0.76232,0.78202,0.45234,2.22708,6.05182,1.51788,0.00165335,0.00165335,0.00165335
69,3487.18,1.90102,6.10184,1.4104,0.78795,0.73319,0.76164,0.41928,2.3098,6.37548,1.56901,0.0016034,0.0016034,0.0016034
70,3599.49,1.87016,5.77349,1.40466,0.78748,0.72361,0.7716,0.42575,2.27215,6.3809,1.55258,0.00155345,0.00155345,0.00155345
71,3702.82,1.93102,6.08265,1.42056,0.77548,0.74314,0.78557,0.45035,2.20729,6.02387,1.51909,0.0015035,0.0015035,0.0015035
72,3806.88,1.88868,5.86337,1.41541,0.77723,0.74555,0.7732,0.43746,2.25528,6.22365,1.53141,0.00145355,0.00145355,0.00145355
73,3911.68,1.87648,5.73152,1.40595,0.79407,0.7413,0.77842,0.44873,2.18664,6.35478,1.50692,0.0014036,0.0014036,0.0014036
74,4016.25,1.82417,5.58079,1.38199,0.79677,0.76239,0.79705,0.44869,2.2703,6.12375,1.5295,0.00135365,0.00135365,0.00135365
75,4126.6,1.85489,5.86211,1.40972,0.78147,0.78408,0.8033,0.462,2.18643,5.97639,1.49544,0.0013037,0.0013037,0.0013037
76,4244.85,1.86464,5.69179,1.39679,0.79758,0.76017,0.78754,0.45495,2.24709,6.1165,1.53086,0.00125375,0.00125375,0.00125375
77,4352.32,1.81012,5.63821,1.38681,0.80586,0.74294,0.7837,0.44988,2.21841,6.02157,1.51459,0.0012038,0.0012038,0.0012038
78,4459.9,1.85199,5.57924,1.39054,0.74847,0.73823,0.76955,0.44416,2.24429,5.86008,1.54267,0.00115385,0.00115385,0.00115385
79,4574.89,1.86214,5.70849,1.40223,0.77174,0.75825,0.76963,0.43733,2.23564,5.94447,1.5336,0.0011039,0.0011039,0.0011039
80,4681.67,1.8239,5.46707,1.3905,0.80194,0.77217,0.78297,0.44618,2.17592,5.90702,1.49133,0.00105395,0.00105395,0.00105395
81,4791.15,1.85023,5.82957,1.3931,0.79534,0.74677,0.77045,0.44054,2.17955,5.9489,1.47885,0.001004,0.001004,0.001004
82,4899.62,1.82256,5.64836,1.39341,0.80343,0.77012,0.78374,0.44317,2.19472,5.7601,1.4988,0.00095405,0.00095405,0.00095405
83,5005.56,1.84207,5.63212,1.40447,0.80107,0.75985,0.78808,0.44657,2.223,6.01081,1.50571,0.0009041,0.0009041,0.0009041
84,5122.27,1.80276,5.67245,1.38387,0.78755,0.76195,0.78965,0.4548,2.21772,6.13183,1.49492,0.00085415,0.00085415,0.00085415
85,5238.03,1.83664,5.54892,1.38358,0.77788,0.75857,0.79204,0.45183,2.23698,5.75043,1.52562,0.0008042,0.0008042,0.0008042
86,5358.7,1.64594,4.01174,1.33313,0.77504,0.73259,0.7575,0.4377,2.2158,6.25338,1.52652,0.00075425,0.00075425,0.00075425
87,5477.21,1.61418,3.76491,1.32666,0.7872,0.73665,0.78115,0.45431,2.16288,6.2454,1.51029,0.0007043,0.0007043,0.0007043
88,5506.2,1.59274,3.63083,1.29977,0.82401,0.70933,0.78615,0.45648,2.15138,6.41108,1.51081,0.00065435,0.00065435,0.00065435
89,5536.09,1.57107,3.54266,1.29952,0.76519,0.7544,0.79003,0.46634,2.13333,6.40588,1.49799,0.0006044,0.0006044,0.0006044
90,5567.36,1.57947,3.61938,1.30375,0.75148,0.76472,0.78917,0.46103,2.17295,6.31895,1.50287,0.00055445,0.00055445,0.00055445
91,5599.26,1.54352,3.40714,1.27766,0.77236,0.76834,0.80716,0.46485,2.19581,6.10964,1.51269,0.0005045,0.0005045,0.0005045
92,5632.24,1.53577,3.42217,1.2824,0.77289,0.77638,0.80331,0.46595,2.17635,6.07234,1.50209,0.00045455,0.00045455,0.00045455
93,5663.95,1.52587,3.36247,1.2731,0.77115,0.76272,0.80461,0.47016,2.16924,5.96456,1.50405,0.0004046,0.0004046,0.0004046
94,5696.12,1.53745,3.37688,1.29471,0.80093,0.77072,0.81469,0.4709,2.15892,5.89408,1.49974,0.00035465,0.00035465,0.00035465
95,5729.2,1.53424,3.316,1.27889,0.79971,0.77542,0.80722,0.46859,2.19408,6.03147,1.50046,0.0003047,0.0003047,0.0003047
96,5761.89,1.52408,3.23679,1.25711,0.80997,0.76631,0.80813,0.47746,2.16759,5.92041,1.48984,0.00025475,0.00025475,0.00025475
97,5795.26,1.55335,3.28477,1.28606,0.79858,0.7768,0.81555,0.48361,2.15248,5.86986,1.48556,0.0002048,0.0002048,0.0002048
98,5828.82,1.55888,3.36247,1.29705,0.80155,0.76953,0.81207,0.48017,2.16416,5.98374,1.48461,0.00015485,0.00015485,0.00015485
99,5861.7,1.52016,3.32723,1.27764,0.79144,0.77305,0.81326,0.48194,2.16463,5.85063,1.48826,0.0001049,0.0001049,0.0001049
100,5894.85,1.51311,3.13986,1.27411,0.7938,0.78197,0.80705,0.47537,2.15631,5.85639,1.48202,5.495e-05,5.495e-05,5.495e-05
